source,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,Campaign_16,83,user_164,Protein Powder,28-06-2025,3,308.77
Instagram,Campaign_3,87,user_3335,Omega-3,29-01-2025,1,210.51
Twitter,Campaign_5,67,user_1934,Protein Powder,23-02-2025,5,467.81
YouTube,Campaign_17,52,user_4755,Omega-3,14-03-2025,1,134.28
YouTube,Campaign_4,20,user_2568,Omega-3,20-02-2025,4,406.8
Twitter,Campaign_8,19,user_3465,Multivitamin,13-06-2025,1,104.07
Instagram,Campaign_9,40,user_3601,Kids Shake,15-05-2025,5,46.84
YouTube,Campaign_18,69,user_3070,Protein Powder,29-04-2025,5,223.42
Twitter,Campaign_8,77,user_2276,Multivitamin,18-04-2025,4,363.52
YouTube,Campaign_10,17,user_173,Protein Powder,31-01-2025,1,351.53
Instagram,Campaign_8,88,user_2073,Kids Shake,01-05-2025,3,453.52
YouTube,Campaign_4,39,user_4382,Multivitamin,28-03-2025,4,23.78
YouTube,Campaign_13,52,user_2094,Omega-3,26-06-2025,2,162.76
YouTube,Campaign_6,12,user_3596,Omega-3,05-02-2025,4,398.87
Twitter,Campaign_9,5,user_657,Kids Shake,21-03-2025,4,464.72
YouTube,Campaign_11,39,user_3461,Protein Powder,08-06-2025,3,263.04
Instagram,Campaign_12,58,user_3448,Omega-3,25-03-2025,1,385.75
Instagram,Campaign_6,57,user_3633,Multivitamin,19-07-2025,4,116.04
Twitter,Campaign_10,63,user_2571,Protein Powder,21-06-2025,2,139.81
Instagram,Campaign_5,34,user_4867,Kids Shake,29-04-2025,4,249.62
YouTube,Campaign_5,95,user_2136,Multivitamin,25-01-2025,5,416.85
Instagram,Campaign_10,50,user_1628,Protein Powder,04-04-2025,3,107.31
YouTube,Campaign_13,69,user_4673,Multivitamin,14-07-2025,1,463.09
Twitter,Campaign_20,1,user_1874,Protein Powder,23-03-2025,2,145.66
Instagram,Campaign_6,26,user_408,Kids Shake,11-02-2025,4,308.19
Instagram,Campaign_5,62,user_730,Omega-3,06-06-2025,5,76.33
Twitter,Campaign_17,79,user_3565,Kids Shake,28-01-2025,4,76.89
Twitter,Campaign_7,3,user_1561,Omega-3,07-05-2025,4,203.4
Instagram,Campaign_14,25,user_1693,Multivitamin,08-05-2025,2,220.8
Twitter,Campaign_14,98,user_1196,Protein Powder,06-05-2025,3,133.03
Twitter,Campaign_15,36,user_2035,Omega-3,20-02-2025,4,61.15
YouTube,Campaign_16,24,user_1092,Omega-3,23-01-2025,4,349.69
YouTube,Campaign_13,61,user_3468,Omega-3,01-07-2025,1,287.36
Twitter,Campaign_2,63,user_2727,Multivitamin,21-03-2025,3,498.43
Twitter,Campaign_20,45,user_373,Protein Powder,16-05-2025,5,317.44
Instagram,Campaign_10,30,user_3234,Omega-3,16-06-2025,5,39.74
Twitter,Campaign_6,68,user_2133,Multivitamin,13-03-2025,4,466.56
Twitter,Campaign_15,6,user_1081,Protein Powder,29-04-2025,5,227.81
YouTube,Campaign_9,20,user_958,Omega-3,08-07-2025,2,259.62
YouTube,Campaign_9,43,user_2954,Kids Shake,08-05-2025,3,314.21
Twitter,Campaign_9,67,user_4236,Omega-3,30-03-2025,2,171.46
YouTube,Campaign_16,21,user_1240,Kids Shake,06-07-2025,2,91.34
YouTube,Campaign_8,4,user_1501,Protein Powder,21-03-2025,3,98.51
Twitter,Campaign_15,5,user_3576,Protein Powder,15-03-2025,1,231.93
Twitter,Campaign_18,79,user_3975,Kids Shake,15-03-2025,1,426
Instagram,Campaign_5,76,user_1013,Omega-3,26-06-2025,2,436.72
Instagram,Campaign_6,88,user_1379,Omega-3,25-02-2025,5,121.95
Instagram,Campaign_1,100,user_4310,Multivitamin,04-04-2025,1,138.16
Instagram,Campaign_16,66,user_773,Omega-3,13-07-2025,3,347.03
Twitter,Campaign_4,89,user_3230,Omega-3,18-02-2025,1,421.75
YouTube,Campaign_5,55,user_237,Protein Powder,24-03-2025,4,237.95
YouTube,Campaign_9,52,user_4868,Protein Powder,26-04-2025,1,334.96
Twitter,Campaign_15,98,user_2662,Multivitamin,26-05-2025,1,404.75
YouTube,Campaign_10,43,user_2648,Protein Powder,01-07-2025,5,476.91
YouTube,Campaign_13,71,user_759,Kids Shake,15-05-2025,2,135.24
Instagram,Campaign_13,58,user_731,Protein Powder,27-05-2025,2,206.48
Instagram,Campaign_13,94,user_2335,Multivitamin,19-06-2025,3,255.61
Instagram,Campaign_14,9,user_2541,Multivitamin,19-04-2025,1,419.39
Instagram,Campaign_17,82,user_1638,Kids Shake,27-03-2025,4,248.69
Instagram,Campaign_19,88,user_4918,Kids Shake,26-06-2025,4,409.28
YouTube,Campaign_20,54,user_1527,Kids Shake,08-02-2025,4,64.61
Instagram,Campaign_17,96,user_2800,Kids Shake,27-01-2025,2,330.85
Twitter,Campaign_5,79,user_4058,Protein Powder,06-05-2025,4,229.93
Instagram,Campaign_16,42,user_2461,Multivitamin,17-06-2025,3,423.94
YouTube,Campaign_17,12,user_3504,Omega-3,24-02-2025,1,284.48
Twitter,Campaign_2,22,user_4206,Protein Powder,11-03-2025,4,218.25
YouTube,Campaign_15,81,user_4657,Omega-3,20-04-2025,3,301.07
Twitter,Campaign_17,68,user_134,Protein Powder,31-01-2025,4,106.19
Twitter,Campaign_6,68,user_3220,Protein Powder,28-06-2025,4,440.84
Instagram,Campaign_10,91,user_2572,Kids Shake,29-01-2025,4,319.43
Instagram,Campaign_9,66,user_2797,Multivitamin,26-05-2025,2,57.55
Instagram,Campaign_20,40,user_2125,Protein Powder,30-03-2025,5,28.6
Instagram,Campaign_13,65,user_956,Protein Powder,06-06-2025,4,240.88
YouTube,Campaign_13,74,user_4931,Kids Shake,03-05-2025,5,410.3
YouTube,Campaign_20,39,user_2956,Kids Shake,03-05-2025,1,80.04
Instagram,Campaign_1,82,user_1564,Protein Powder,15-07-2025,2,432.33
YouTube,Campaign_7,69,user_3942,Multivitamin,03-02-2025,2,229.18
Twitter,Campaign_18,67,user_1564,Protein Powder,03-05-2025,4,91.12
Twitter,Campaign_14,38,user_179,Protein Powder,07-06-2025,2,374.61
Twitter,Campaign_15,67,user_3974,Kids Shake,14-07-2025,4,300.91
Twitter,Campaign_7,38,user_2416,Kids Shake,06-07-2025,3,23.78
Twitter,Campaign_14,7,user_3406,Kids Shake,21-02-2025,5,370.92
Twitter,Campaign_10,32,user_304,Kids Shake,08-04-2025,4,266.41
YouTube,Campaign_20,78,user_3997,Multivitamin,04-07-2025,5,29.13
Twitter,Campaign_19,90,user_2588,Protein Powder,12-05-2025,4,446.79
YouTube,Campaign_4,27,user_4054,Omega-3,27-03-2025,4,29.99
Twitter,Campaign_10,3,user_1575,Kids Shake,22-04-2025,4,131.41
Twitter,Campaign_8,45,user_4815,Omega-3,15-02-2025,4,82.96
Instagram,Campaign_10,94,user_3198,Kids Shake,28-01-2025,3,402.07
YouTube,Campaign_6,72,user_1698,Omega-3,24-01-2025,1,340.19
Instagram,Campaign_5,40,user_1420,Multivitamin,09-06-2025,5,256.25
Instagram,Campaign_14,28,user_4045,Omega-3,20-05-2025,2,287.28
YouTube,Campaign_1,72,user_2940,Omega-3,19-04-2025,2,103.86
Twitter,Campaign_17,5,user_262,Protein Powder,24-04-2025,4,74.71
Instagram,Campaign_8,28,user_989,Multivitamin,17-03-2025,3,496.96
Instagram,Campaign_12,94,user_383,Omega-3,11-06-2025,5,310.06
Instagram,Campaign_4,30,user_414,Kids Shake,24-03-2025,1,487.84
Instagram,Campaign_20,34,user_4995,Protein Powder,26-02-2025,1,263.51
Instagram,Campaign_6,31,user_968,Multivitamin,18-04-2025,2,369.61
Instagram,Campaign_15,50,user_4145,Kids Shake,24-06-2025,2,330.6
Instagram,Campaign_11,92,user_1129,Protein Powder,29-05-2025,4,485.43
Twitter,Campaign_1,41,user_2010,Kids Shake,23-04-2025,3,262.41
Instagram,Campaign_3,57,user_2180,Omega-3,04-04-2025,3,322.13
Instagram,Campaign_8,50,user_1242,Kids Shake,22-05-2025,2,404.85
YouTube,Campaign_14,74,user_3354,Kids Shake,09-03-2025,3,473
Instagram,Campaign_15,30,user_1193,Protein Powder,09-03-2025,1,60.69
Twitter,Campaign_11,18,user_3291,Multivitamin,30-03-2025,1,208.77
Twitter,Campaign_2,5,user_1237,Protein Powder,08-02-2025,5,486.88
Instagram,Campaign_14,66,user_3294,Omega-3,30-04-2025,3,23.79
YouTube,Campaign_9,53,user_4324,Multivitamin,21-01-2025,4,234.17
YouTube,Campaign_7,24,user_4460,Kids Shake,22-01-2025,3,446.08
Twitter,Campaign_13,1,user_1617,Omega-3,28-06-2025,1,277.97
Twitter,Campaign_13,8,user_1033,Omega-3,26-05-2025,1,265.6
YouTube,Campaign_10,61,user_4271,Omega-3,07-02-2025,2,31.24
Instagram,Campaign_18,50,user_4854,Omega-3,19-05-2025,3,368.72
Instagram,Campaign_17,47,user_905,Protein Powder,15-04-2025,3,320.95
Twitter,Campaign_12,45,user_1015,Protein Powder,03-02-2025,1,235.39
Twitter,Campaign_19,2,user_43,Kids Shake,24-04-2025,2,406.59
Twitter,Campaign_19,14,user_4634,Multivitamin,21-04-2025,3,156.58
Twitter,Campaign_19,6,user_1147,Kids Shake,08-03-2025,2,70.51
Instagram,Campaign_17,30,user_4771,Multivitamin,18-04-2025,4,67.03
YouTube,Campaign_14,20,user_3376,Protein Powder,26-06-2025,1,223.95
Twitter,Campaign_5,11,user_3902,Multivitamin,27-03-2025,1,197.26
Instagram,Campaign_17,15,user_3300,Kids Shake,13-05-2025,5,259.44
YouTube,Campaign_14,97,user_3606,Kids Shake,04-04-2025,2,89.29
Twitter,Campaign_5,3,user_3972,Kids Shake,16-06-2025,5,434.37
Twitter,Campaign_4,80,user_1742,Kids Shake,20-03-2025,1,378.32
Twitter,Campaign_18,19,user_3026,Protein Powder,15-02-2025,4,72.96
YouTube,Campaign_12,4,user_4684,Omega-3,09-07-2025,5,93.59
YouTube,Campaign_12,4,user_2498,Omega-3,03-05-2025,3,253.24
Instagram,Campaign_5,100,user_1165,Kids Shake,07-07-2025,3,446.75
Instagram,Campaign_7,35,user_1500,Kids Shake,19-07-2025,1,282.82
YouTube,Campaign_3,24,user_367,Kids Shake,18-03-2025,5,168.66
YouTube,Campaign_15,44,user_2768,Kids Shake,20-03-2025,5,83.75
Instagram,Campaign_5,31,user_4136,Kids Shake,26-03-2025,4,91.51
Twitter,Campaign_11,98,user_732,Kids Shake,11-04-2025,2,452.12
Instagram,Campaign_11,15,user_4432,Protein Powder,29-01-2025,4,373.24
Twitter,Campaign_3,98,user_1357,Protein Powder,23-02-2025,3,289.3
Instagram,Campaign_4,60,user_4583,Protein Powder,31-05-2025,5,280.08
YouTube,Campaign_2,21,user_4672,Multivitamin,20-03-2025,5,450.49
Instagram,Campaign_4,60,user_4357,Multivitamin,15-07-2025,3,397.64
Instagram,Campaign_8,66,user_4748,Kids Shake,28-06-2025,5,311.29
Instagram,Campaign_13,87,user_4825,Protein Powder,16-03-2025,1,183.18
Twitter,Campaign_6,8,user_3400,Protein Powder,06-03-2025,3,203.37
YouTube,Campaign_3,78,user_940,Protein Powder,03-03-2025,2,156.97
Twitter,Campaign_6,36,user_2094,Protein Powder,10-06-2025,3,477.04
YouTube,Campaign_6,69,user_483,Omega-3,03-06-2025,1,362.38
YouTube,Campaign_10,81,user_3195,Protein Powder,29-04-2025,2,218.15
Instagram,Campaign_11,66,user_2113,Kids Shake,19-06-2025,1,117.23
YouTube,Campaign_20,55,user_4801,Multivitamin,15-03-2025,5,381.15
Instagram,Campaign_13,86,user_943,Omega-3,04-07-2025,3,243.12
Twitter,Campaign_14,19,user_537,Kids Shake,12-07-2025,4,324.1
Twitter,Campaign_1,33,user_2205,Protein Powder,17-05-2025,5,332.74
Instagram,Campaign_5,58,user_2496,Kids Shake,27-03-2025,1,426.21
YouTube,Campaign_17,55,user_1667,Multivitamin,15-04-2025,5,492.95
YouTube,Campaign_8,44,user_4404,Kids Shake,27-02-2025,4,40.06
Twitter,Campaign_15,85,user_2370,Multivitamin,19-07-2025,1,468.08
Twitter,Campaign_16,68,user_2239,Omega-3,26-01-2025,4,499.64
Twitter,Campaign_7,98,user_4794,Omega-3,08-07-2025,2,374.81
Instagram,Campaign_19,10,user_573,Omega-3,27-06-2025,4,355.25
Twitter,Campaign_5,6,user_4559,Omega-3,31-03-2025,2,313.01
Twitter,Campaign_11,36,user_2807,Omega-3,26-03-2025,3,138.05
Instagram,Campaign_11,9,user_2799,Multivitamin,24-03-2025,5,177.66
Twitter,Campaign_5,77,user_17,Kids Shake,18-07-2025,1,342.9
Instagram,Campaign_14,10,user_4554,Kids Shake,10-04-2025,5,58.95
YouTube,Campaign_3,27,user_4413,Protein Powder,29-01-2025,4,342.68
Twitter,Campaign_12,14,user_3084,Omega-3,11-04-2025,2,422.79
YouTube,Campaign_1,73,user_1023,Kids Shake,16-04-2025,2,233.4
YouTube,Campaign_8,78,user_163,Omega-3,26-01-2025,3,111.93
Twitter,Campaign_20,89,user_2484,Multivitamin,21-05-2025,4,484.3
Twitter,Campaign_2,19,user_2300,Kids Shake,14-02-2025,2,23.42
Instagram,Campaign_13,100,user_909,Omega-3,24-02-2025,5,257.13
Instagram,Campaign_18,66,user_1588,Multivitamin,03-07-2025,5,81.56
Instagram,Campaign_3,13,user_1044,Omega-3,24-02-2025,2,442.88
Twitter,Campaign_9,63,user_1572,Protein Powder,23-01-2025,5,314.94
YouTube,Campaign_18,21,user_3719,Protein Powder,01-04-2025,1,429.85
Twitter,Campaign_11,64,user_3544,Kids Shake,10-05-2025,1,346.48
YouTube,Campaign_15,39,user_4060,Omega-3,09-03-2025,1,444.23
Instagram,Campaign_8,25,user_385,Omega-3,03-04-2025,5,235.45
YouTube,Campaign_1,4,user_3211,Multivitamin,25-04-2025,1,442.45
YouTube,Campaign_1,21,user_1849,Kids Shake,30-06-2025,2,114.5
Instagram,Campaign_11,59,user_2547,Protein Powder,09-02-2025,1,33.38
Twitter,Campaign_14,80,user_197,Omega-3,16-05-2025,2,71.76
YouTube,Campaign_8,93,user_2792,Protein Powder,25-04-2025,5,401.17
Twitter,Campaign_3,38,user_4915,Kids Shake,25-06-2025,4,297.89
YouTube,Campaign_3,17,user_498,Protein Powder,14-04-2025,3,447.24
Instagram,Campaign_3,58,user_1045,Protein Powder,28-03-2025,1,164.71
Twitter,Campaign_14,38,user_539,Protein Powder,27-01-2025,1,288.44
Instagram,Campaign_10,40,user_3125,Kids Shake,25-06-2025,5,380.94
YouTube,Campaign_8,4,user_4912,Protein Powder,25-03-2025,4,242.82
Twitter,Campaign_14,77,user_830,Omega-3,03-02-2025,1,237.96
YouTube,Campaign_11,95,user_4816,Multivitamin,22-06-2025,1,25.9
Instagram,Campaign_3,31,user_4857,Multivitamin,23-02-2025,2,325.93
Instagram,Campaign_9,99,user_2912,Kids Shake,18-03-2025,5,233.42
YouTube,Campaign_8,54,user_1128,Protein Powder,04-07-2025,2,169.6
Twitter,Campaign_14,79,user_4204,Omega-3,01-05-2025,5,444.91
YouTube,Campaign_5,27,user_1208,Kids Shake,01-05-2025,5,184.59
Instagram,Campaign_12,42,user_67,Multivitamin,05-07-2025,2,263.41
YouTube,Campaign_18,55,user_448,Kids Shake,22-04-2025,2,488.73
Twitter,Campaign_7,37,user_561,Omega-3,01-06-2025,4,353.5
Instagram,Campaign_15,30,user_4914,Omega-3,21-02-2025,5,482.27
Twitter,Campaign_20,1,user_2455,Kids Shake,26-04-2025,2,70.33
Instagram,Campaign_2,86,user_4063,Multivitamin,19-07-2025,2,352.75
Instagram,Campaign_15,99,user_1747,Multivitamin,18-03-2025,3,407.49
YouTube,Campaign_13,83,user_1682,Kids Shake,02-06-2025,1,194.15
Instagram,Campaign_3,50,user_2932,Protein Powder,27-02-2025,1,88.35
Instagram,Campaign_15,87,user_1593,Omega-3,08-07-2025,1,115.58
Instagram,Campaign_10,26,user_1427,Multivitamin,13-05-2025,2,183.11
Instagram,Campaign_18,9,user_2015,Multivitamin,30-05-2025,1,104.52
Instagram,Campaign_9,88,user_829,Protein Powder,27-01-2025,2,201.88
Instagram,Campaign_4,58,user_2773,Multivitamin,02-05-2025,4,135.27
Instagram,Campaign_12,26,user_1404,Kids Shake,03-07-2025,1,89.33
Twitter,Campaign_5,38,user_1554,Multivitamin,05-03-2025,4,353.29
Instagram,Campaign_11,84,user_4912,Kids Shake,07-02-2025,2,462.09
Twitter,Campaign_20,33,user_4812,Multivitamin,04-03-2025,3,399
YouTube,Campaign_11,83,user_2025,Protein Powder,08-02-2025,3,438.97
YouTube,Campaign_17,29,user_4785,Kids Shake,27-05-2025,1,396.64
YouTube,Campaign_20,27,user_532,Multivitamin,11-03-2025,4,380.63
Twitter,Campaign_17,80,user_3066,Kids Shake,09-03-2025,4,105.92
Twitter,Campaign_12,68,user_4305,Kids Shake,15-03-2025,4,148.8
Instagram,Campaign_13,88,user_4784,Protein Powder,27-05-2025,2,449.54
Instagram,Campaign_15,86,user_1921,Kids Shake,25-05-2025,3,224.01
YouTube,Campaign_13,74,user_4681,Multivitamin,15-04-2025,3,284.26
Twitter,Campaign_5,63,user_689,Omega-3,28-03-2025,5,188.76
Instagram,Campaign_19,84,user_338,Kids Shake,10-03-2025,5,181.46
Twitter,Campaign_15,68,user_3831,Kids Shake,06-04-2025,3,406.16
YouTube,Campaign_11,44,user_2237,Kids Shake,13-07-2025,2,232.01
Twitter,Campaign_9,3,user_622,Omega-3,28-06-2025,3,424.45
Instagram,Campaign_17,16,user_4479,Protein Powder,10-05-2025,2,67.24
Instagram,Campaign_3,49,user_2952,Protein Powder,02-03-2025,2,180.2
Twitter,Campaign_11,33,user_2049,Omega-3,26-01-2025,3,111.51
Instagram,Campaign_20,66,user_1130,Omega-3,17-07-2025,3,155.29
YouTube,Campaign_12,43,user_3309,Kids Shake,21-02-2025,1,246.56
Twitter,Campaign_17,41,user_1223,Kids Shake,22-05-2025,2,367.2
Twitter,Campaign_7,36,user_3887,Multivitamin,09-03-2025,5,397.27
Twitter,Campaign_15,89,user_3780,Omega-3,28-06-2025,3,425.98
Instagram,Campaign_14,49,user_3422,Multivitamin,29-03-2025,4,429.41
Instagram,Campaign_1,9,user_3070,Multivitamin,22-02-2025,2,166.67
Instagram,Campaign_1,87,user_4095,Omega-3,24-04-2025,2,221.19
Twitter,Campaign_13,89,user_4405,Omega-3,27-04-2025,5,31.16
YouTube,Campaign_2,17,user_1140,Multivitamin,26-04-2025,5,322.32
Instagram,Campaign_20,86,user_4980,Kids Shake,13-04-2025,2,475.37
Instagram,Campaign_3,26,user_4379,Kids Shake,01-06-2025,4,72.15
YouTube,Campaign_19,51,user_3699,Omega-3,26-06-2025,2,70.07
YouTube,Campaign_18,54,user_1456,Protein Powder,24-01-2025,5,254.53
Instagram,Campaign_6,62,user_1631,Protein Powder,12-04-2025,3,118.83
Instagram,Campaign_10,50,user_4296,Protein Powder,25-03-2025,1,196.95
Instagram,Campaign_1,30,user_1408,Omega-3,05-04-2025,4,95.38
Instagram,Campaign_4,59,user_1058,Kids Shake,19-03-2025,1,206.72
YouTube,Campaign_7,52,user_1065,Multivitamin,01-05-2025,4,412.59
YouTube,Campaign_16,43,user_1301,Omega-3,19-02-2025,2,261.19
Instagram,Campaign_15,62,user_2257,Multivitamin,18-07-2025,2,233.95
Twitter,Campaign_13,85,user_4955,Multivitamin,07-03-2025,3,456.95
Instagram,Campaign_16,100,user_3770,Kids Shake,22-02-2025,1,373.9
YouTube,Campaign_10,71,user_3739,Omega-3,21-01-2025,3,207.72
Twitter,Campaign_6,32,user_3401,Multivitamin,04-06-2025,5,371.96
YouTube,Campaign_15,4,user_3152,Multivitamin,22-01-2025,5,65.86
Instagram,Campaign_2,96,user_1964,Multivitamin,10-05-2025,5,160.11
Twitter,Campaign_3,68,user_1780,Kids Shake,05-04-2025,5,78.19
Instagram,Campaign_12,50,user_627,Protein Powder,12-03-2025,3,216.85
YouTube,Campaign_6,61,user_2071,Multivitamin,12-03-2025,1,241.84
Instagram,Campaign_3,65,user_3784,Kids Shake,23-04-2025,4,430.77
Twitter,Campaign_13,85,user_310,Protein Powder,16-05-2025,1,360.37
YouTube,Campaign_5,75,user_2680,Kids Shake,17-03-2025,4,52.75
Twitter,Campaign_18,19,user_1985,Kids Shake,14-06-2025,4,413.8
Twitter,Campaign_6,48,user_1398,Protein Powder,14-02-2025,1,105.07
Twitter,Campaign_4,23,user_4380,Kids Shake,06-06-2025,1,342.27
Instagram,Campaign_1,87,user_2239,Multivitamin,29-03-2025,3,105.41
Instagram,Campaign_2,87,user_4361,Multivitamin,28-03-2025,1,421.52
YouTube,Campaign_17,4,user_843,Kids Shake,24-01-2025,3,233.11
Twitter,Campaign_20,36,user_39,Protein Powder,14-04-2025,2,465.83
Instagram,Campaign_12,50,user_1955,Multivitamin,26-06-2025,1,222.41
Instagram,Campaign_1,40,user_2762,Multivitamin,26-01-2025,1,125.87
Instagram,Campaign_4,99,user_1376,Multivitamin,08-07-2025,4,266
Instagram,Campaign_11,16,user_2644,Multivitamin,10-02-2025,2,468.48
Instagram,Campaign_13,25,user_3506,Protein Powder,21-05-2025,2,70.82
Twitter,Campaign_11,37,user_1423,Protein Powder,08-04-2025,3,25.75
Instagram,Campaign_7,13,user_3759,Multivitamin,03-07-2025,3,331.97
YouTube,Campaign_12,52,user_360,Protein Powder,25-05-2025,4,164.74
Twitter,Campaign_20,33,user_4093,Protein Powder,04-03-2025,5,102.3
YouTube,Campaign_4,51,user_4915,Omega-3,08-02-2025,4,345.39
Instagram,Campaign_5,84,user_2721,Multivitamin,07-02-2025,3,489.45
Twitter,Campaign_16,45,user_554,Omega-3,15-07-2025,5,457.81
Instagram,Campaign_15,59,user_3133,Multivitamin,13-03-2025,5,358.22
Instagram,Campaign_1,62,user_1906,Protein Powder,12-02-2025,1,168.25
Twitter,Campaign_14,56,user_1996,Protein Powder,04-07-2025,2,199.77
Instagram,Campaign_10,60,user_1655,Multivitamin,14-04-2025,2,328.18
Twitter,Campaign_8,11,user_4900,Kids Shake,26-04-2025,2,153.5
YouTube,Campaign_2,69,user_4267,Kids Shake,04-02-2025,3,380.26
YouTube,Campaign_8,93,user_2714,Omega-3,18-05-2025,2,278.87
Instagram,Campaign_8,58,user_1823,Kids Shake,08-03-2025,3,108.1
YouTube,Campaign_1,54,user_530,Kids Shake,02-07-2025,2,45.01
YouTube,Campaign_5,54,user_1673,Multivitamin,26-06-2025,2,304.46
Twitter,Campaign_7,41,user_1936,Protein Powder,01-04-2025,4,169.5
Instagram,Campaign_7,31,user_2007,Kids Shake,04-06-2025,5,139.51
Instagram,Campaign_10,34,user_4723,Kids Shake,07-02-2025,2,150.49
YouTube,Campaign_16,17,user_656,Omega-3,09-04-2025,4,100.53
Instagram,Campaign_15,92,user_3463,Kids Shake,10-06-2025,4,29.51
Twitter,Campaign_13,85,user_3502,Protein Powder,04-05-2025,5,277.85
YouTube,Campaign_18,52,user_1440,Omega-3,13-04-2025,4,166.81
YouTube,Campaign_10,21,user_3074,Kids Shake,01-07-2025,3,85.6
Twitter,Campaign_16,68,user_1604,Multivitamin,01-06-2025,1,26.16
YouTube,Campaign_17,78,user_3066,Kids Shake,07-04-2025,4,471.34
Twitter,Campaign_12,14,user_3147,Kids Shake,02-05-2025,5,54.19
Twitter,Campaign_2,2,user_1020,Kids Shake,25-02-2025,2,113.23
Twitter,Campaign_14,23,user_2092,Omega-3,11-03-2025,4,324.79
YouTube,Campaign_12,4,user_473,Kids Shake,02-04-2025,2,136.33
Instagram,Campaign_2,13,user_2961,Protein Powder,22-01-2025,2,145.44
YouTube,Campaign_15,39,user_1208,Omega-3,17-05-2025,5,297.6
Instagram,Campaign_6,57,user_102,Protein Powder,26-06-2025,4,210.88
YouTube,Campaign_19,83,user_659,Multivitamin,02-04-2025,2,418.28
YouTube,Campaign_9,46,user_2476,Kids Shake,19-02-2025,3,372.29
Instagram,Campaign_3,84,user_896,Omega-3,13-06-2025,3,379.39
Instagram,Campaign_13,31,user_2524,Protein Powder,06-06-2025,4,20.76
Instagram,Campaign_3,92,user_3423,Kids Shake,02-02-2025,3,371.86
Twitter,Campaign_6,1,user_1446,Omega-3,02-06-2025,2,115.05
YouTube,Campaign_6,61,user_4118,Protein Powder,26-03-2025,5,410.9
Twitter,Campaign_6,79,user_1647,Protein Powder,03-06-2025,2,144.49
Instagram,Campaign_14,9,user_3611,Protein Powder,07-02-2025,2,58.31
Twitter,Campaign_3,7,user_3095,Protein Powder,10-05-2025,1,184.23
Twitter,Campaign_19,41,user_1924,Kids Shake,17-03-2025,1,24.56
Instagram,Campaign_9,88,user_60,Protein Powder,25-06-2025,2,270.72
Twitter,Campaign_1,33,user_3078,Omega-3,17-03-2025,4,383.32
Twitter,Campaign_20,63,user_3519,Omega-3,16-04-2025,3,499.73
YouTube,Campaign_8,4,user_2960,Kids Shake,14-04-2025,5,47.48
Instagram,Campaign_12,57,user_2706,Protein Powder,19-07-2025,4,437.86
Instagram,Campaign_13,31,user_1138,Protein Powder,15-02-2025,1,437.12
Instagram,Campaign_9,13,user_2037,Omega-3,26-03-2025,5,349.37
Instagram,Campaign_16,86,user_4219,Kids Shake,31-01-2025,2,21.5
Twitter,Campaign_11,56,user_137,Omega-3,08-07-2025,3,345.41
Instagram,Campaign_8,94,user_4971,Kids Shake,08-04-2025,5,401.1
Instagram,Campaign_12,88,user_3506,Kids Shake,01-02-2025,1,372.45
Twitter,Campaign_10,79,user_4974,Multivitamin,13-06-2025,5,440.59
YouTube,Campaign_17,12,user_261,Multivitamin,14-03-2025,1,164.65
YouTube,Campaign_18,17,user_3825,Multivitamin,27-03-2025,1,251.44
YouTube,Campaign_18,61,user_1974,Multivitamin,26-05-2025,2,381.56
Instagram,Campaign_3,87,user_865,Kids Shake,12-07-2025,2,465.92
Twitter,Campaign_11,48,user_3142,Omega-3,24-05-2025,3,339.65
Twitter,Campaign_4,11,user_1113,Kids Shake,26-06-2025,3,438.53
Twitter,Campaign_19,5,user_4921,Protein Powder,05-02-2025,3,200.96
Twitter,Campaign_13,56,user_4604,Kids Shake,21-05-2025,2,144.37
Instagram,Campaign_10,25,user_719,Protein Powder,27-06-2025,3,375.48
Twitter,Campaign_7,77,user_952,Omega-3,17-06-2025,3,477.95
Twitter,Campaign_19,90,user_14,Omega-3,04-07-2025,5,277.09
Twitter,Campaign_13,6,user_3471,Omega-3,17-04-2025,2,269.48
Twitter,Campaign_20,77,user_4840,Multivitamin,22-06-2025,4,24.41
YouTube,Campaign_15,27,user_2589,Multivitamin,05-05-2025,2,259.92
Twitter,Campaign_15,5,user_1208,Omega-3,12-06-2025,1,307.46
Twitter,Campaign_10,85,user_4116,Protein Powder,10-05-2025,5,249.58
Instagram,Campaign_7,62,user_4056,Omega-3,14-04-2025,1,490.95
Twitter,Campaign_11,79,user_1251,Multivitamin,23-05-2025,1,463.12
YouTube,Campaign_6,12,user_3994,Kids Shake,04-05-2025,2,495.71
Instagram,Campaign_18,86,user_3214,Omega-3,02-04-2025,4,495.35
YouTube,Campaign_13,93,user_3204,Protein Powder,06-03-2025,3,155.53
Instagram,Campaign_7,100,user_4490,Kids Shake,25-06-2025,2,175.24
YouTube,Campaign_19,95,user_444,Omega-3,24-03-2025,2,297.04
Twitter,Campaign_15,85,user_3953,Omega-3,12-06-2025,2,124.71
YouTube,Campaign_7,20,user_75,Omega-3,22-02-2025,1,345.59
YouTube,Campaign_5,44,user_3085,Kids Shake,27-01-2025,2,464.47
YouTube,Campaign_4,43,user_2913,Kids Shake,04-06-2025,1,76.33
Twitter,Campaign_17,8,user_2773,Kids Shake,11-06-2025,4,137.6
Instagram,Campaign_4,82,user_1974,Kids Shake,16-03-2025,3,350.23
